"","Банк","Дата","Кредити","Статус"
"1054","КИЇВ",2015-04-01,316095.69419,"Ліквідований"
"1055","БАНК КОНТРАКТ",2015-04-01,377521.45575,"Ліквідований"
"1056","БАНК СОФІЙСЬКИЙ",2015-04-01,674415.22554,"Ліквідований"
"1057","ДЕРЖЗЕМБАНК",2015-04-01,0,"Ліквідований"
"1058","БАНК НАРОДНИЙ КАПІТАЛ",2015-04-01,249426.9307,"Ліквідований"
"1059","ЄВРОБАНК",2015-04-01,558790.77073,"Ліквідований"
"1060","ІНВЕСТИЦІЙНО-ТРАСТОВИЙ БАНК",2015-04-01,189869.35256,"Ліквідований"
"1061","БАНК ВЕЛЕС",2015-04-01,172245.82178,"Ліквідований"
"1062","СТОЛИЧНИЙ",2015-04-01,567654.38705,"Ліквідований"
"1063","РАДИКАЛ БАНК",2015-04-01,1207321.40694,"Ліквідований"
"1064","ТК КРЕДИТ",2015-04-01,719227.4611,"Ліквідований"
"1065","БАНК НАЦІОНАЛЬНИЙ КРЕДИТ",2015-04-01,1738542.17963,"Ліквідований"
"1066","КСГ БАНК ",2015-04-01,314216.38339,"Ліквідований"
"1067","ФІНАНС БАНК",2015-04-01,144272.98311,"Ліквідований"
"1068","УКООПСПІЛКА",2015-04-01,5653.45393,"Ліквідований"
"1069","КАПІТАЛ",2015-04-01,1030091.60722,"Ліквідований"
"1070","КЛАСИКБАНК",2015-04-01,458518.59638,"Ліквідований"
"1071","IНТЕГРАЛ - БАНК",2015-04-01,645779.31304,"Ліквідований"
"1072","БАНК ПЕТРОКОММЕРЦ-УКРАЇНА",2015-04-01,833598.81758,"Ліквідований"
"1073","ЮНІОН СТАНДАРД БАНК",2015-04-01,567202.78777,"Ліквідований"
"1074","ПРЕМIУМ",2015-04-01,1045014.47687,"Ліквідований"
"1075","СМАРТБАНК ",2015-04-01,313287.2182,"Ліквідований"
"1076","АВАНТ-БАНК",2015-04-01,1537676.16035,"Ліквідований"
"1077","БАНК HАЦІОНАЛЬНІ ІНВЕСТИЦІЇ",2015-04-01,3991809.20666,"Ліквідований"
"1078","ПЛАТИНУМ БАНК",2015-04-01,6695329.80231,"Діючий"
"1079","БАНК КИЇВСЬКА РУСЬ ",2015-04-01,4352408.14695,"Ліквідований"
"1080","СОЮЗ",2015-04-01,973524.47322,"Ліквідований"
"1081","БАНК МИХАЙЛІВСЬКИЙ",2015-04-01,2081756.51221,"Ліквідований"
"1082","УНIКОМБАНК",2015-04-01,1104004.84605,"Ліквідований"
"1083","УКРАЇНСЬКИЙ ПРОФЕСІЙНИЙ БАНК",2015-04-01,2881410.01012,"Ліквідований"
"1084","ВСЕУКРАЇНСЬКИЙ БАНК РОЗВИТКУ",2015-04-01,3244089.93641,"Ліквідований"
"1085","ХРЕЩАТИК",2015-04-01,4476373.85948,"Ліквідований"
"1086","УКРІНБАНК",2015-04-01,5992201.77757,"Ліквідований"
"1087","ФІДОБАНК",2015-04-01,5315638.40042,"Ліквідований"
"1088","БАНК ФІНАНСИ ТА КРЕДИТ",2015-04-01,35836054.72231,"Ліквідований"
"1089","СХІДНО-ПРОМИСЛ. КОМЕРЦ. БАНК",2015-04-01,NA,"Ліквідований"
"1090","ПРАЙМ-БАНК",2015-04-01,NA,"Ліквідований"
"1091","IНТЕРБАНК",2015-04-01,NA,"Ліквідований"
"1092","ЛЕГБАНК",2015-04-01,NA,"Ліквідований"
"1093","ГРІН БАНК",2015-04-01,NA,"Ліквідований"
"1094","УКРКОМУНБАНК",2015-04-01,NA,"Ліквідований"
"1095","СТАРОКИЇВСЬКИЙ БАНК",2015-04-01,NA,"Ліквідований"
"1096","ЧОРНОМОРСЬКИЙ БАНК РОЗВИТКУ ТА РЕКОНСТР.",2015-04-01,NA,"Ліквідований"
"1097","МЕЛІОР БАНК",2015-04-01,NA,"Ліквідований"
"1098","БАНК РИНКОВІ ТЕХНОЛОГІЇ",2015-04-01,NA,"Ліквідований"
"1099","ІНТЕРКРЕДИТБАНК",2015-04-01,NA,"Ліквідований"
"1100","БАНК МОРСЬКИЙ",2015-04-01,NA,"Ліквідований"
"1101","ЗАХІДІНКОМБАНК",2015-04-01,NA,"Ліквідований"
"1102","ДАНІЕЛЬ",2015-04-01,NA,"Ліквідований"
"1103","ПОРТО-ФРАНКО",2015-04-01,NA,"Ліквідований"
"1104","ПРОМЕКОНОМБАНК",2015-04-01,NA,"Ліквідований"
"1105","ФІНРОСТБАНК",2015-04-01,NA,"Ліквідований"
"1106","БАНК РЕНЕСАНС КАПІТАЛ",2015-04-01,NA,"Ліквідований"
"1107","АКСІОМА",2015-04-01,NA,"Ліквідований"
"1108","УКРАЇНСЬКИЙ ФІНАНСОВИЙ СВІТ",2015-04-01,NA,"Ліквідований"
"1109","АВТОКРАЗБАНК",2015-04-01,NA,"Ліквідований"
"1110","БАНК МЕРКУРІЙ",2015-04-01,NA,"Ліквідований"
"1111","ЕКСПОБАНК",2015-04-01,NA,"Ліквідований"
"1112","БАНК ПЕРШИЙ",2015-04-01,NA,"Ліквідований"
"1113","БАНК ДЕМАРК",2015-04-01,NA,"Ліквідований"
"1114","БАНК ЗОЛОТІ ВОРОТА",2015-04-01,NA,"Ліквідований"
"1115","БАНК КАМБІО",2015-04-01,NA,"Ліквідований"
"1116","БАНК КІПРУ",2015-04-01,NA,"Ліквідований"
"1117","ЄВРОГАЗБАНК ",2015-04-01,NA,"Ліквідований"
"1118","МІСЬКИЙ КОМЕРЦІЙНИЙ БАНК ",2015-04-01,NA,"Ліквідований"
"1119","ТЕРРА БАНК",2015-04-01,NA,"Ліквідований"
"1120","АКТИВ - БАНК",2015-04-01,NA,"Ліквідований"
"1121","АКТАБАНК ",2015-04-01,NA,"Ліквідований"
"1122","ПІВДЕНКОМБАНК ",2015-04-01,NA,"Ліквідований"
"1123","РЕАЛ БАНК",2015-04-01,NA,"Ліквідований"
"1124","БАНК ФОРУМ",2015-04-01,NA,"Ліквідований"
"1125","ВIEЙБI БАНК",2015-04-01,NA,"Ліквідований"
"1126","БРОКБІЗНЕСБАНК",2015-04-01,NA,"Ліквідований"
"1127","БГ БАНК",2015-04-01,NA,"Ліквідований"
"1128","РВС БАНК",2015-04-01,NA,"Діючий"
"1129","ФІНАНСОВА ІНІЦІАТИВА",2015-07-01,12367357.78454,"Діючий"
"1130","АРТЕМ-БАНК",2015-07-01,475378.43433,"Ліквідований"
"1131","БАНК ТРАСТ",2015-07-01,414142.80426,"Діючий"
"1132","УКРАЇНСЬКИЙ БАНК РЕКОНСТР.ТА РОЗВ.",2015-07-01,890.84666,"Діючий"
"1133","БАНК ФАМІЛЬНИЙ",2015-07-01,80037.20885,"Діючий"
"1134","АПЕКС-БАНК",2015-07-01,549508.62956,"Діючий"
"1135","НОВИЙ",2015-07-01,649112.14188,"Діючий"
"1136","РЕГІОН-БАНК",2015-07-01,310702.40547,"Діючий"
"1137","АКОРДБАНК",2015-07-01,374772.80232,"Діючий"
"1138","ЗЕМЕЛЬНИЙ КАПІТАЛ",2015-07-01,137077.10575,"Діючий"
"1139","ФІНЕКСБАНК",2015-07-01,66457.85845,"Ліквідований"
"1140","ВЕКТОР БАНК",2015-07-01,137106.19848,"Діючий"
"1141","КРЕДИТ ОПТИМА БАНК",2015-07-01,119129.81723,"Діючий"
"1142","БАНК ПОРТАЛ",2015-07-01,128908.67537,"Діючий"
"1143","АЛЬПАРІ БАНК",2015-07-01,35577.77721,"Діючий"
"1144","НЕОС БАНК",2015-07-01,10520.46982,"Діючий"
"1145","ЛЬВІВ",2015-07-01,928223.80277,"Діючий"
"1146","БАНК СІЧ",2015-07-01,467845.07303,"Діючий"
"1147","УКРБУДІНВЕСТБАНК",2015-07-01,182029.23464,"Діючий"
"1148","АП БАНК",2015-07-01,NA,"Діючий"
"1149","ГЕФЕСТ",2015-07-01,120638.97149,"Діючий"
"1150","ЦЕНТР",2015-07-01,99434.57909,"Діючий"
"1151","ФІНАНСОВИЙ ПАРТНЕР",2015-07-01,15090.48658,"Діючий"
"1152","КОМЕРЦІЙНИЙ ІНДУСТРІАЛЬНИЙ БАНК",2015-07-01,161103.87897,"Діючий"
"1153","БАНК УКРАЇНСЬКИЙ КАПІТАЛ",2015-07-01,226174.54364,"Діючий"
"1154","НК БАНК",2015-07-01,NA,"Діючий"
"1155","ДІАМАНТБАНК",2015-07-01,3457436.98919,"Діючий"
"1156","МЕТАБАНК",2015-07-01,377909.94089,"Діючий"
"1157","АЙБОКС БАНК",2015-07-01,333675.99026,"Діючий"
"1158","ІНВЕСТБАНК",2015-07-01,426294.35279,"Діючий"
"1159","ВЕРНУМ БАНК",2015-07-01,131290.52127,"Діючий"
"1160","РОЗРАХУНКОВИЙ ЦЕНТР",2015-07-01,0,"Діючий"
"1161","БАНК АЛЬЯНС",2015-07-01,127964.62745,"Діючий"
"1162","КОМІНВЕСТБАНК",2015-07-01,695072.06423,"Діючий"
"1163","МОТОР-БАНК",2015-07-01,227356.7384,"Діючий"
"1164","ЮНЕКС БАНК",2015-07-01,1017057.98242,"Діючий"
"1165","КОНКОРД",2015-07-01,224206.4344,"Діючий"
"1166","МІСТО БАНК",2015-07-01,1469132.04472,"Діючий"
"1167","ПРОМИСЛОВО-ФІНАНСОВИЙ БАНК",2015-07-01,193514.31548,"Діючий"
"1168","ОКСІ БАНК",2015-07-01,345637.11291,"Діючий"
"1169","БАНК АВАНГАРД",2015-07-01,0,"Діючий"
"1170","БАНК БОГУСЛАВ",2015-07-01,369439.88112,"Діючий"
"1171","ПОЛІКОМБАНК",2015-07-01,311060.97307,"Діючий"
"1172","ФІНБАНК",2015-07-01,672045.35265,"Діючий"
"1173","МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК",2015-07-01,2280197.88632,"Діючий"
"1174","КРЕДИТВЕСТ БАНК",2015-07-01,488449.44533,"Діючий"
"1175","РАДАБАНК",2015-07-01,266868.88422,"Діючий"
"1176","ЄВРОПРОМБАНК",2015-07-01,967799.54634,"Діючий"
"1177","БАНК ЮНІСОН",2015-07-01,410820.8639,"Діючий"
"1178","ТРАСТ-КАПІТАЛ",2015-07-01,272912.50377,"Діючий"
"1179","КРИСТАЛБАНК",2015-07-01,154551.05139,"Діючий"
"1180","ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК",2015-07-01,917532.58751,"Діючий"
"1181","ІДЕЯ БАНК",2015-07-01,2248041.28542,"Діючий"
"1182","ДІВІ БАНК",2015-07-01,1229551.69865,"Діючий"
"1183","АСВІО БАНК",2015-07-01,551079.68531,"Діючий"
"1184","ДОЙЧЕ БАНК ДБУ",2015-07-01,470006.64045,"Діючий"
"1185","БАНК ФОРВАРД",2015-07-01,1207235.40782,"Діючий"
"1186","ТАСКОМБАНК",2015-07-01,2646667.33867,"Діючий"
"1187","БМ БАНК",2015-07-01,2435122.23281,"Діючий"
"1188","ГЛОБУС",2015-07-01,786117.57948,"Діючий"
"1189","МАРФІН БАНК ",2015-07-01,1474799.12625,"Діючий"
"1190","А - БАНК",2015-07-01,1500762.95549,"Діючий"
"1191","СЕБ КОРПОРАТИВНИЙ БАНК",2015-07-01,617755.3823,"Діючий"
"1192","ЕКСПРЕС-БАНК",2015-07-01,821377.48441,"Діючий"
"1193","КЛІРИНГОВИЙ ДІМ",2015-07-01,1624171.72296,"Діючий"
"1194","КРЕДИТ ЄВРОПА БАНК ",2015-07-01,1070740.25381,"Діючий"
"1195","БАНК ГРАНТ",2015-07-01,775373.891,"Діючий"
"1196","БАНК 3/4",2015-07-01,489367.1335,"Діючий"
"1197","БАНК КРЕДИТ ДНІПРО",2015-07-01,4833047.89669,"Діючий"
"1198","БАНК ВОСТОК",2015-07-01,3467816.71218,"Діючий"
"1199","ПІРЕУС БАНК МКБ",2015-07-01,1326605.93085,"Діючий"
"1200","ПОЛТАВА - БАНК",2015-07-01,764044.00913,"Діючий"
"1201","БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ",2015-07-01,4242500.10396,"Діючий"
"1202","ФОРТУНА-БАНК",2015-07-01,3355111.26309,"Діючий"
"1203","АРКАДА",2015-07-01,2056524.08796,"Діючий"
"1204","IНДУСТРІАЛБАНК",2015-07-01,1916390.4088,"Діючий"
"1205","МЕГАБАНК",2015-07-01,6714427.74315,"Діючий"
"1206","УНІВЕРСАЛ БАНК",2015-07-01,4889211.60271,"Діючий"
"1207","ВІЕС БАНК",2015-07-01,1763228.61651,"Діючий"
"1208","КРЕДOБАНК",2015-07-01,3648372.20014,"Діючий"
"1209","ПРОКРЕДИТ БАНК",2015-07-01,4384126.16444,"Діючий"
"1210","ПРАВЕКС-БАНК",2015-07-01,2261795.47634,"Діючий"
"1211","БТА БАНК  ",2015-07-01,856873.5712,"Діючий"
"1212","СІТІБАНК ",2015-07-01,2537985.64452,"Діючий"
"1213","ПІВДЕННИЙ",2015-07-01,11549564.85467,"Діючий"
"1214","КРЕДІ АГРІКОЛЬ БАНК",2015-07-01,14231439.96539,"Діючий"
"1215","ОТП БАНК",2015-07-01,15858281.88509,"Діючий"
"1216","РОДОВІД БАНК",2015-07-01,38431.1170699997,"Діючий"
"1217","СБЕРБАНК РОСІЇ",2015-07-01,46312038.85983,"Діючий"
"1218","ІНГ БАНК УКРАЇНА",2015-07-01,11311856.03135,"Діючий"
"1219","ПУМБ",2015-07-01,26556948.13108,"Діючий"
"1220","УКРСИББАНК",2015-07-01,17796938.72258,"Діючий"
"1221","ВТБ БАНК",2015-07-01,30218516.44933,"Діючий"
"1222","УКРГАЗБАНК ",2015-07-01,10037545.34366,"Діючий"
"1223","ПРОМІНВЕСТБАНК",2015-07-01,41786477.84808,"Діючий"
"1224","УКРЕКСІМБАНК",2015-07-01,59251178.07688,"Діючий"
"1225","АЛЬФА-БАНК",2015-07-01,26914017.57638,"Діючий"
"1226","РАЙФФАЙЗЕН БАНК АВАЛЬ",2015-07-01,27185245.68705,"Діючий"
"1227","ОЩАДБАНК",2015-07-01,70432567.65021,"Діючий"
"1228","УКРСОЦБАНК",2015-07-01,30148787.66236,"Діючий"
"1229","ПРИВАТБАНК",2015-07-01,179563968.20964,"Діючий"
"1230","ДЕЛЬТА БАНК",2015-07-01,14569950.28496,"Ліквідований"
"1231","НАДРА",2015-07-01,NA,"Ліквідований"
"1232","IМЕКСБАНК",2015-07-01,NA,"Ліквідований"
"1233","ЗЛАТОБАНК",2015-07-01,NA,"Ліквідований"
"1234","УКРБІЗНЕСБАНК ",2015-07-01,NA,"Ліквідований"
"1235","ОМЕГА БАНК",2015-07-01,0,"Ліквідований"
"1236","КРЕДИТПРОМБАНК",2015-07-01,NA,"Ліквідований"
"1237","ПРОФІН БАНК",2015-07-01,NA,"Ліквідований"
"1238","СТАНДАРТ",2015-07-01,NA,"Ліквідований"
"1239","АСТРА БАНК",2015-07-01,39.82045,"Ліквідований"
"1240","ЕНЕРГОБАНК",2015-07-01,NA,"Ліквідований"
"1241","УКРГАЗПРОМБАНК",2015-07-01,325656.64132,"Ліквідований"
"1242","КИЇВ",2015-07-01,NA,"Ліквідований"
"1243","БАНК КОНТРАКТ",2015-07-01,331830.59188,"Ліквідований"
"1244","БАНК СОФІЙСЬКИЙ",2015-07-01,655277.24739,"Ліквідований"
"1245","ДЕРЖЗЕМБАНК",2015-07-01,0,"Ліквідований"
"1246","БАНК НАРОДНИЙ КАПІТАЛ",2015-07-01,280729.43033,"Ліквідований"
"1247","ЄВРОБАНК",2015-07-01,493275.37853,"Ліквідований"
"1248","ІНВЕСТИЦІЙНО-ТРАСТОВИЙ БАНК",2015-07-01,189974.52949,"Ліквідований"
"1249","БАНК ВЕЛЕС",2015-07-01,183894.14808,"Ліквідований"
"1250","СТОЛИЧНИЙ",2015-07-01,355377.61281,"Ліквідований"
"1251","РАДИКАЛ БАНК",2015-07-01,1071876.13529,"Ліквідований"
"1252","ТК КРЕДИТ",2015-07-01,796560.65785,"Ліквідований"
"1253","БАНК НАЦІОНАЛЬНИЙ КРЕДИТ",2015-07-01,617696.5351,"Ліквідований"
"1254","КСГ БАНК ",2015-07-01,329193.15784,"Ліквідований"
"1255","ФІНАНС БАНК",2015-07-01,151324.58745,"Ліквідований"
"1256","УКООПСПІЛКА",2015-07-01,NA,"Ліквідований"
"1257","КАПІТАЛ",2015-07-01,958253.1945,"Ліквідований"
"1258","КЛАСИКБАНК",2015-07-01,287888.34346,"Ліквідований"
"1259","IНТЕГРАЛ - БАНК",2015-07-01,436582.71868,"Ліквідований"
"1260","БАНК ПЕТРОКОММЕРЦ-УКРАЇНА",2015-07-01,741324.89125,"Ліквідований"
"1261","ЮНІОН СТАНДАРД БАНК",2015-07-01,562409.47513,"Ліквідований"
"1262","ПРЕМIУМ",2015-07-01,1093656.68517,"Ліквідований"
"1263","СМАРТБАНК ",2015-07-01,322326.29525,"Ліквідований"
"1264","АВАНТ-БАНК",2015-07-01,1725542.24182,"Ліквідований"
"1265","БАНК HАЦІОНАЛЬНІ ІНВЕСТИЦІЇ",2015-07-01,3702801.51893,"Ліквідований"
"1266","ПЛАТИНУМ БАНК",2015-07-01,6176724.15698,"Діючий"
"1267","БАНК КИЇВСЬКА РУСЬ ",2015-07-01,3126717.22008,"Ліквідований"
"1268","СОЮЗ",2015-07-01,1105764.45598,"Ліквідований"
"1269","БАНК МИХАЙЛІВСЬКИЙ",2015-07-01,2114094.51377,"Ліквідований"
"1270","УНIКОМБАНК",2015-07-01,1158232.39736,"Ліквідований"
"1271","УКРАЇНСЬКИЙ ПРОФЕСІЙНИЙ БАНК",2015-07-01,959135.19978,"Ліквідований"
"1272","ВСЕУКРАЇНСЬКИЙ БАНК РОЗВИТКУ",2015-07-01,2767366.06201,"Ліквідований"
"1273","ХРЕЩАТИК",2015-07-01,4525437.4466,"Ліквідований"
"1274","УКРІНБАНК",2015-07-01,5554962.22533,"Ліквідований"
"1275","ФІДОБАНК",2015-07-01,4560562.57693,"Ліквідований"
"1276","БАНК ФІНАНСИ ТА КРЕДИТ",2015-07-01,33639762.97047,"Ліквідований"
"1277","СХІДНО-ПРОМИСЛ. КОМЕРЦ. БАНК",2015-07-01,NA,"Ліквідований"
"1278","ПРАЙМ-БАНК",2015-07-01,NA,"Ліквідований"
"1279","IНТЕРБАНК",2015-07-01,NA,"Ліквідований"
"1280","ЛЕГБАНК",2015-07-01,NA,"Ліквідований"
"1281","ГРІН БАНК",2015-07-01,NA,"Ліквідований"
"1282","УКРКОМУНБАНК",2015-07-01,0,"Ліквідований"
"1283","СТАРОКИЇВСЬКИЙ БАНК",2015-07-01,NA,"Ліквідований"
"1284","ЧОРНОМОРСЬКИЙ БАНК РОЗВИТКУ ТА РЕКОНСТР.",2015-07-01,NA,"Ліквідований"
"1285","МЕЛІОР БАНК",2015-07-01,NA,"Ліквідований"
"1286","БАНК РИНКОВІ ТЕХНОЛОГІЇ",2015-07-01,NA,"Ліквідований"
"1287","ІНТЕРКРЕДИТБАНК",2015-07-01,NA,"Ліквідований"
"1288","БАНК МОРСЬКИЙ",2015-07-01,NA,"Ліквідований"
"1289","ЗАХІДІНКОМБАНК",2015-07-01,NA,"Ліквідований"
"1290","ДАНІЕЛЬ",2015-07-01,NA,"Ліквідований"
"1291","ПОРТО-ФРАНКО",2015-07-01,NA,"Ліквідований"
"1292","ПРОМЕКОНОМБАНК",2015-07-01,NA,"Ліквідований"
"1293","ФІНРОСТБАНК",2015-07-01,NA,"Ліквідований"
"1294","БАНК РЕНЕСАНС КАПІТАЛ",2015-07-01,NA,"Ліквідований"
"1295","АКСІОМА",2015-07-01,NA,"Ліквідований"
"1296","УКРАЇНСЬКИЙ ФІНАНСОВИЙ СВІТ",2015-07-01,NA,"Ліквідований"
"1297","АВТОКРАЗБАНК",2015-07-01,NA,"Ліквідований"
"1298","БАНК МЕРКУРІЙ",2015-07-01,NA,"Ліквідований"
"1299","ЕКСПОБАНК",2015-07-01,NA,"Ліквідований"
"1300","БАНК ПЕРШИЙ",2015-07-01,NA,"Ліквідований"
"1301","БАНК ДЕМАРК",2015-07-01,NA,"Ліквідований"
"1302","БАНК ЗОЛОТІ ВОРОТА",2015-07-01,NA,"Ліквідований"
"1303","БАНК КАМБІО",2015-07-01,NA,"Ліквідований"
"1304","БАНК КІПРУ",2015-07-01,NA,"Ліквідований"
"1305","ЄВРОГАЗБАНК ",2015-07-01,NA,"Ліквідований"
"1306","МІСЬКИЙ КОМЕРЦІЙНИЙ БАНК ",2015-07-01,NA,"Ліквідований"
"1307","ТЕРРА БАНК",2015-07-01,NA,"Ліквідований"
"1308","АКТИВ - БАНК",2015-07-01,NA,"Ліквідований"
"1309","АКТАБАНК ",2015-07-01,NA,"Ліквідований"
"1310","ПІВДЕНКОМБАНК ",2015-07-01,NA,"Ліквідований"
"1311","РЕАЛ БАНК",2015-07-01,NA,"Ліквідований"
"1312","БАНК ФОРУМ",2015-07-01,NA,"Ліквідований"
"1313","ВIEЙБI БАНК",2015-07-01,NA,"Ліквідований"
"1314","БРОКБІЗНЕСБАНК",2015-07-01,NA,"Ліквідований"
"1315","БГ БАНК",2015-07-01,NA,"Ліквідований"
"1316","РВС БАНК",2015-07-01,NA,"Діючий"
"1317","ФІНАНСОВА ІНІЦІАТИВА",2015-10-01,10549624.87476,"Діючий"
"1318","АРТЕМ-БАНК",2015-10-01,440681.5205,"Ліквідований"
"1319","БАНК ТРАСТ",2015-10-01,441256.32595,"Діючий"
"1320","УКРАЇНСЬКИЙ БАНК РЕКОНСТР.ТА РОЗВ.",2015-10-01,891.00409,"Діючий"
"1321","БАНК ФАМІЛЬНИЙ",2015-10-01,76386.14869,"Діючий"
"1322","АПЕКС-БАНК",2015-10-01,514669.92759,"Діючий"
"1323","НОВИЙ",2015-10-01,633885.41299,"Діючий"
"1324","РЕГІОН-БАНК",2015-10-01,274445.26961,"Діючий"
"1325","АКОРДБАНК",2015-10-01,362991.51772,"Діючий"
"1326","ЗЕМЕЛЬНИЙ КАПІТАЛ",2015-10-01,128686.58384,"Діючий"
"1327","ФІНЕКСБАНК",2015-10-01,78930.89099,"Ліквідований"
"1328","ВЕКТОР БАНК",2015-10-01,141051.11695,"Діючий"
"1329","КРЕДИТ ОПТИМА БАНК",2015-10-01,98975.02835,"Діючий"
"1330","БАНК ПОРТАЛ",2015-10-01,121286.4115,"Діючий"
"1331","АЛЬПАРІ БАНК",2015-10-01,32428.09877,"Діючий"
"1332","НЕОС БАНК",2015-10-01,9817.51959,"Діючий"
"1333","ЛЬВІВ",2015-10-01,910328.81418,"Діючий"
"1334","БАНК СІЧ",2015-10-01,473229.80527,"Діючий"
"1335","УКРБУДІНВЕСТБАНК",2015-10-01,175698.27933,"Діючий"
"1336","АП БАНК",2015-10-01,NA,"Діючий"
"1337","ГЕФЕСТ",2015-10-01,117231.58509,"Діючий"
"1338","ЦЕНТР",2015-10-01,103854.94725,"Діючий"
"1339","ФІНАНСОВИЙ ПАРТНЕР",2015-10-01,32370.23324,"Діючий"
"1340","КОМЕРЦІЙНИЙ ІНДУСТРІАЛЬНИЙ БАНК",2015-10-01,157849.15419,"Діючий"
"1341","БАНК УКРАЇНСЬКИЙ КАПІТАЛ",2015-10-01,170347.15368,"Діючий"
"1342","НК БАНК",2015-10-01,NA,"Діючий"
"1343","ДІАМАНТБАНК",2015-10-01,3522584.11524,"Діючий"
"1344","МЕТАБАНК",2015-10-01,302142.19429,"Діючий"
"1345","АЙБОКС БАНК",2015-10-01,337127.88392,"Діючий"
"1346","ІНВЕСТБАНК",2015-10-01,323256.01814,"Діючий"
"1347","ВЕРНУМ БАНК",2015-10-01,158808.79206,"Діючий"
"1348","РОЗРАХУНКОВИЙ ЦЕНТР",2015-10-01,0,"Діючий"
"1349","БАНК АЛЬЯНС",2015-10-01,129194.93137,"Діючий"
"1350","КОМІНВЕСТБАНК",2015-10-01,645082.79194,"Діючий"
"1351","МОТОР-БАНК",2015-10-01,195181.89528,"Діючий"
"1352","ЮНЕКС БАНК",2015-10-01,1011968.32529,"Діючий"
"1353","КОНКОРД",2015-10-01,214628.92965,"Діючий"
"1354","МІСТО БАНК",2015-10-01,1587141.02167,"Діючий"
"1355","ПРОМИСЛОВО-ФІНАНСОВИЙ БАНК",2015-10-01,220304.67434,"Діючий"
"1356","ОКСІ БАНК",2015-10-01,337383.04947,"Діючий"
"1357","БАНК АВАНГАРД",2015-10-01,24953.27636,"Діючий"
"1358","БАНК БОГУСЛАВ",2015-10-01,386145.83907,"Діючий"
"1359","ПОЛІКОМБАНК",2015-10-01,306310.93776,"Діючий"
"1360","ФІНБАНК",2015-10-01,690298.41108,"Діючий"
"1361","МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК",2015-10-01,2123969.93028,"Діючий"
"1362","КРЕДИТВЕСТ БАНК",2015-10-01,470973.49499,"Діючий"
"1363","РАДАБАНК",2015-10-01,217458.39655,"Діючий"
"1364","ЄВРОПРОМБАНК",2015-10-01,976305.48205,"Діючий"
"1365","БАНК ЮНІСОН",2015-10-01,445208.13725,"Діючий"
"1366","ТРАСТ-КАПІТАЛ",2015-10-01,228389.21386,"Діючий"
"1367","КРИСТАЛБАНК",2015-10-01,203702.83817,"Діючий"
"1368","ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК",2015-10-01,859915.61416,"Діючий"
"1369","ІДЕЯ БАНК",2015-10-01,2197707.3077,"Діючий"
"1370","ДІВІ БАНК",2015-10-01,924381.07475,"Діючий"
"1371","АСВІО БАНК",2015-10-01,538372.31493,"Діючий"
"1372","ДОЙЧЕ БАНК ДБУ",2015-10-01,598594.47611,"Діючий"
"1373","БАНК ФОРВАРД",2015-10-01,1181865.3823,"Діючий"
"1374","ТАСКОМБАНК",2015-10-01,2713186.65185,"Діючий"
"1375","БМ БАНК",2015-10-01,2387934.83348,"Діючий"
"1376","ГЛОБУС",2015-10-01,749972.71881,"Діючий"
"1377","МАРФІН БАНК ",2015-10-01,1441434.37185,"Діючий"
"1378","А - БАНК",2015-10-01,1623254.77081,"Діючий"
"1379","СЕБ КОРПОРАТИВНИЙ БАНК",2015-10-01,781802.30467,"Діючий"
"1380","ЕКСПРЕС-БАНК",2015-10-01,715294.05744,"Діючий"
"1381","КЛІРИНГОВИЙ ДІМ",2015-10-01,1709897.13938,"Діючий"
"1382","КРЕДИТ ЄВРОПА БАНК ",2015-10-01,1036113.09458,"Діючий"
"1383","БАНК ГРАНТ",2015-10-01,776707.79338,"Діючий"
"1384","БАНК 3/4",2015-10-01,440198.75761,"Діючий"
"1385","БАНК КРЕДИТ ДНІПРО",2015-10-01,4907614.56173,"Діючий"
"1386","БАНК ВОСТОК",2015-10-01,3644582.72026,"Діючий"
"1387","ПІРЕУС БАНК МКБ",2015-10-01,1412670.9181,"Діючий"
"1388","ПОЛТАВА - БАНК",2015-10-01,783452.12623,"Діючий"
"1389","БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ",2015-10-01,4415620.92437,"Діючий"
"1390","ФОРТУНА-БАНК",2015-10-01,2865854.05023,"Діючий"
"1391","АРКАДА",2015-10-01,2236309.28561,"Діючий"
"1392","IНДУСТРІАЛБАНК",2015-10-01,1907631.47593,"Діючий"
"1393","МЕГАБАНК",2015-10-01,6858804.28506,"Діючий"
"1394","УНІВЕРСАЛ БАНК",2015-10-01,4954844.57899,"Діючий"
"1395","ВІЕС БАНК",2015-10-01,1677876.63076,"Діючий"
"1396","КРЕДOБАНК",2015-10-01,3926005.03357,"Діючий"
"1397","ПРОКРЕДИТ БАНК",2015-10-01,4850089.39352,"Діючий"
"1398","ПРАВЕКС-БАНК",2015-10-01,1869513.8858,"Діючий"
"1399","БТА БАНК  ",2015-10-01,825948.82398,"Діючий"
"1400","СІТІБАНК ",2015-10-01,3486455.08393,"Діючий"
